arquivo,estado_predito,estado_real
024461.jpg,NAO_DETECTADO,NAO_DETECTADO
024462.jpg,NAO_DETECTADO,NAO_DETECTADO
024463.jpg,NAO_DETECTADO,NAO_DETECTADO
024464.jpg,NAO_DETECTADO,NAO_DETECTADO
024465.jpg,NAO_DETECTADO,NAO_DETECTADO
024466.jpg,NAO_DETECTADO,NAO_DETECTADO
024467.jpg,NAO_DETECTADO,NAO_DETECTADO
024468.jpg,NAO_DETECTADO,NAO_DETECTADO
024469.jpg,NAO_DETECTADO,NAO_DETECTADO
024470.jpg,NAO_DETECTADO,NAO_DETECTADO
024471.jpg,NAO_DETECTADO,NAO_DETECTADO
024472.jpg,NAO_DETECTADO,NAO_DETECTADO
024473.jpg,NAO_DETECTADO,NAO_DETECTADO
024474.jpg,NAO_DETECTADO,NAO_DETECTADO
024475.jpg,NAO_DETECTADO,NAO_DETECTADO
024476.jpg,NAO_DETECTADO,NAO_DETECTADO
024477.jpg,NAO_DETECTADO,NAO_DETECTADO
024478.jpg,NAO_DETECTADO,NAO_DETECTADO
024479.jpg,NAO_DETECTADO,NAO_DETECTADO
024480.jpg,NAO_DETECTADO,NAO_DETECTADO
024481.jpg,NAO_DETECTADO,NAO_DETECTADO
024482.jpg,NAO_DETECTADO,NAO_DETECTADO
024483.jpg,NAO_DETECTADO,NAO_DETECTADO
024484.jpg,NAO_DETECTADO,NAO_DETECTADO
024485.jpg,NAO_DETECTADO,NAO_DETECTADO
024486.jpg,NAO_DETECTADO,NAO_DETECTADO
024487.jpg,NAO_DETECTADO,NAO_DETECTADO
024488.jpg,NAO_DETECTADO,NAO_DETECTADO
024489.jpg,NAO_DETECTADO,NAO_DETECTADO
024490.jpg,NAO_DETECTADO,NAO_DETECTADO
024491.jpg,NAO_DETECTADO,NAO_DETECTADO
024492.jpg,NAO_DETECTADO,NAO_DETECTADO
024493.jpg,NAO_DETECTADO,NAO_DETECTADO
024494.jpg,NAO_DETECTADO,NAO_DETECTADO
024495.jpg,NAO_DETECTADO,NAO_DETECTADO
024496.jpg,NAO_DETECTADO,NAO_DETECTADO
024497.jpg,NAO_DETECTADO,NAO_DETECTADO
024498.jpg,NAO_DETECTADO,NAO_DETECTADO
024499.jpg,NAO_DETECTADO,NAO_DETECTADO
024500.jpg,NAO_DETECTADO,NAO_DETECTADO
024501.jpg,NAO_DETECTADO,NAO_DETECTADO
024502.jpg,NAO_DETECTADO,NAO_DETECTADO
024503.jpg,NAO_DETECTADO,NAO_DETECTADO
024504.jpg,NAO_DETECTADO,NAO_DETECTADO
024505.jpg,NAO_DETECTADO,NAO_DETECTADO
024506.jpg,NAO_DETECTADO,NAO_DETECTADO
024507.jpg,NAO_DETECTADO,NAO_DETECTADO
024508.jpg,NAO_DETECTADO,NAO_DETECTADO
024509.jpg,NAO_DETECTADO,NAO_DETECTADO
024510.jpg,NAO_DETECTADO,NAO_DETECTADO
024511.jpg,NAO_DETECTADO,NAO_DETECTADO
024512.jpg,NAO_DETECTADO,NAO_DETECTADO
024513.jpg,NAO_DETECTADO,NAO_DETECTADO
024514.jpg,NAO_DETECTADO,NAO_DETECTADO
024515.jpg,NAO_DETECTADO,NAO_DETECTADO
024516.jpg,NAO_DETECTADO,NAO_DETECTADO
024517.jpg,NAO_DETECTADO,NAO_DETECTADO
024518.jpg,NAO_DETECTADO,NAO_DETECTADO
024519.jpg,NAO_DETECTADO,NAO_DETECTADO
024520.jpg,NAO_DETECTADO,NAO_DETECTADO
024521.jpg,NAO_DETECTADO,NAO_DETECTADO
024522.jpg,NAO_DETECTADO,NAO_DETECTADO
024523.jpg,NAO_DETECTADO,NAO_DETECTADO
024524.jpg,NAO_DETECTADO,NAO_DETECTADO
024525.jpg,NAO_DETECTADO,NAO_DETECTADO
024526.jpg,NAO_DETECTADO,NAO_DETECTADO
024527.jpg,NAO_DETECTADO,NAO_DETECTADO
024528.jpg,NAO_DETECTADO,NAO_DETECTADO
024529.jpg,NAO_DETECTADO,NAO_DETECTADO
024530.jpg,NAO_DETECTADO,NAO_DETECTADO
024531.jpg,NAO_DETECTADO,NAO_DETECTADO
024532.jpg,NAO_DETECTADO,NAO_DETECTADO
024533.jpg,NAO_DETECTADO,NAO_DETECTADO
024534.jpg,NAO_DETECTADO,NAO_DETECTADO
024535.jpg,NAO_DETECTADO,NAO_DETECTADO
024536.jpg,NAO_DETECTADO,NAO_DETECTADO
024537.jpg,NAO_DETECTADO,NAO_DETECTADO
024538.jpg,NAO_DETECTADO,NAO_DETECTADO
024539.jpg,NAO_DETECTADO,NAO_DETECTADO
024540.jpg,NAO_DETECTADO,NAO_DETECTADO
024541.jpg,NAO_DETECTADO,NAO_DETECTADO
024542.jpg,NAO_DETECTADO,NAO_DETECTADO
024543.jpg,NAO_DETECTADO,NAO_DETECTADO
024544.jpg,NAO_DETECTADO,NAO_DETECTADO
024545.jpg,NAO_DETECTADO,NAO_DETECTADO
024546.jpg,NAO_DETECTADO,NAO_DETECTADO
024547.jpg,NAO_DETECTADO,NAO_DETECTADO
024548.jpg,NAO_DETECTADO,NAO_DETECTADO
024549.jpg,NAO_DETECTADO,NAO_DETECTADO
024550.jpg,NAO_DETECTADO,NAO_DETECTADO
024551.jpg,NAO_DETECTADO,NAO_DETECTADO
024552.jpg,NAO_DETECTADO,NAO_DETECTADO
024553.jpg,NAO_DETECTADO,NAO_DETECTADO
024554.jpg,NAO_DETECTADO,NAO_DETECTADO
024555.jpg,NAO_DETECTADO,NAO_DETECTADO
024556.jpg,NAO_DETECTADO,NAO_DETECTADO
024557.jpg,NAO_DETECTADO,NAO_DETECTADO
024558.jpg,NAO_DETECTADO,NAO_DETECTADO
024559.jpg,NAO_DETECTADO,NAO_DETECTADO
024560.jpg,NAO_DETECTADO,NAO_DETECTADO
024561.jpg,NAO_DETECTADO,NAO_DETECTADO
024562.jpg,NAO_DETECTADO,NAO_DETECTADO
024563.jpg,NAO_DETECTADO,NAO_DETECTADO
024564.jpg,NAO_DETECTADO,NAO_DETECTADO
024565.jpg,NAO_DETECTADO,NAO_DETECTADO
024566.jpg,NAO_DETECTADO,NAO_DETECTADO
024567.jpg,NAO_DETECTADO,NAO_DETECTADO
024568.jpg,NAO_DETECTADO,NAO_DETECTADO
024569.jpg,NAO_DETECTADO,NAO_DETECTADO
024570.jpg,NAO_DETECTADO,NAO_DETECTADO
024571.jpg,NAO_DETECTADO,NAO_DETECTADO
024572.jpg,NAO_DETECTADO,NAO_DETECTADO
024573.jpg,NAO_DETECTADO,NAO_DETECTADO
024574.jpg,NAO_DETECTADO,NAO_DETECTADO
024575.jpg,NAO_DETECTADO,NAO_DETECTADO
024576.jpg,NAO_DETECTADO,NAO_DETECTADO
024577.jpg,NAO_DETECTADO,NAO_DETECTADO
024578.jpg,NAO_DETECTADO,NAO_DETECTADO
024579.jpg,NAO_DETECTADO,NAO_DETECTADO
024580.jpg,NAO_DETECTADO,NAO_DETECTADO
024581.jpg,NAO_DETECTADO,NAO_DETECTADO
024582.jpg,NAO_DETECTADO,NAO_DETECTADO
024583.jpg,NAO_DETECTADO,NAO_DETECTADO
024584.jpg,NAO_DETECTADO,NAO_DETECTADO
024585.jpg,NAO_DETECTADO,NAO_DETECTADO
024586.jpg,NAO_DETECTADO,NAO_DETECTADO
024587.jpg,NAO_DETECTADO,NAO_DETECTADO
024588.jpg,NAO_DETECTADO,NAO_DETECTADO
024589.jpg,NAO_DETECTADO,NAO_DETECTADO
024590.jpg,NAO_DETECTADO,NAO_DETECTADO
024591.jpg,NAO_DETECTADO,NAO_DETECTADO
024592.jpg,NAO_DETECTADO,NAO_DETECTADO
024593.jpg,NAO_DETECTADO,NAO_DETECTADO
024594.jpg,NAO_DETECTADO,NAO_DETECTADO
024595.jpg,NAO_DETECTADO,NAO_DETECTADO
024596.jpg,NAO_DETECTADO,NAO_DETECTADO
024597.jpg,NAO_DETECTADO,NAO_DETECTADO
024598.jpg,NAO_DETECTADO,NAO_DETECTADO
024599.jpg,NAO_DETECTADO,NAO_DETECTADO
024600.jpg,NAO_DETECTADO,NAO_DETECTADO
024601.jpg,NAO_DETECTADO,NAO_DETECTADO
024602.jpg,NAO_DETECTADO,NAO_DETECTADO
024603.jpg,NAO_DETECTADO,NAO_DETECTADO
024604.jpg,NAO_DETECTADO,NAO_DETECTADO
024605.jpg,NAO_DETECTADO,NAO_DETECTADO
024606.jpg,NAO_DETECTADO,NAO_DETECTADO
024607.jpg,NAO_DETECTADO,NAO_DETECTADO
024608.jpg,NAO_DETECTADO,NAO_DETECTADO
024609.jpg,NAO_DETECTADO,NAO_DETECTADO
024610.jpg,NAO_DETECTADO,NAO_DETECTADO
024611.jpg,NAO_DETECTADO,NAO_DETECTADO
024612.jpg,NAO_DETECTADO,NAO_DETECTADO
024613.jpg,NAO_DETECTADO,NAO_DETECTADO
024614.jpg,NAO_DETECTADO,NAO_DETECTADO
024615.jpg,NAO_DETECTADO,NAO_DETECTADO
024616.jpg,NAO_DETECTADO,NAO_DETECTADO
024617.jpg,NAO_DETECTADO,NAO_DETECTADO
024618.jpg,NAO_DETECTADO,NAO_DETECTADO
024619.jpg,NAO_DETECTADO,NAO_DETECTADO
024620.jpg,NAO_DETECTADO,NAO_DETECTADO
024621.jpg,NAO_DETECTADO,NAO_DETECTADO
024622.jpg,NAO_DETECTADO,NAO_DETECTADO
024623.jpg,NAO_DETECTADO,NAO_DETECTADO
024624.jpg,NAO_DETECTADO,NAO_DETECTADO
024625.jpg,NAO_DETECTADO,NAO_DETECTADO
024626.jpg,NAO_DETECTADO,NAO_DETECTADO
024627.jpg,NAO_DETECTADO,NAO_DETECTADO
024628.jpg,NAO_DETECTADO,NAO_DETECTADO
024629.jpg,NAO_DETECTADO,NAO_DETECTADO
024630.jpg,NAO_DETECTADO,NAO_DETECTADO
024631.jpg,NAO_DETECTADO,NAO_DETECTADO
024632.jpg,NAO_DETECTADO,NAO_DETECTADO
024633.jpg,NAO_DETECTADO,NAO_DETECTADO
024634.jpg,NAO_DETECTADO,NAO_DETECTADO
024635.jpg,NAO_DETECTADO,NAO_DETECTADO
024636.jpg,NAO_DETECTADO,NAO_DETECTADO
024637.jpg,NAO_DETECTADO,NAO_DETECTADO
024638.jpg,NAO_DETECTADO,NAO_DETECTADO
024639.jpg,NAO_DETECTADO,NAO_DETECTADO
024640.jpg,NAO_DETECTADO,NAO_DETECTADO
024641.jpg,NAO_DETECTADO,NAO_DETECTADO
024642.jpg,NAO_DETECTADO,NAO_DETECTADO
024643.jpg,NAO_DETECTADO,NAO_DETECTADO
024644.jpg,NAO_DETECTADO,NAO_DETECTADO
024645.jpg,NAO_DETECTADO,NAO_DETECTADO
024646.jpg,NAO_DETECTADO,NAO_DETECTADO
024647.jpg,NAO_DETECTADO,NAO_DETECTADO
024648.jpg,NAO_DETECTADO,NAO_DETECTADO
024649.jpg,NAO_DETECTADO,NAO_DETECTADO
024650.jpg,NAO_DETECTADO,NAO_DETECTADO
024651.jpg,NAO_DETECTADO,NAO_DETECTADO
024652.jpg,NAO_DETECTADO,NAO_DETECTADO
024653.jpg,NAO_DETECTADO,NAO_DETECTADO
024654.jpg,NAO_DETECTADO,NAO_DETECTADO
024655.jpg,NAO_DETECTADO,NAO_DETECTADO
024656.jpg,NAO_DETECTADO,NAO_DETECTADO
024657.jpg,NAO_DETECTADO,NAO_DETECTADO
024658.jpg,NAO_DETECTADO,NAO_DETECTADO
024659.jpg,NAO_DETECTADO,NAO_DETECTADO
024660.jpg,NAO_DETECTADO,NAO_DETECTADO
024661.jpg,NAO_DETECTADO,NAO_DETECTADO
024662.jpg,NAO_DETECTADO,NAO_DETECTADO
024663.jpg,NAO_DETECTADO,NAO_DETECTADO
024664.jpg,NAO_DETECTADO,NAO_DETECTADO
024665.jpg,NAO_DETECTADO,NAO_DETECTADO
024666.jpg,NAO_DETECTADO,NAO_DETECTADO
024667.jpg,NAO_DETECTADO,NAO_DETECTADO
024668.jpg,NAO_DETECTADO,NAO_DETECTADO
024669.jpg,NAO_DETECTADO,NAO_DETECTADO
024670.jpg,NAO_DETECTADO,NAO_DETECTADO
024671.jpg,NAO_DETECTADO,NAO_DETECTADO
024672.jpg,NAO_DETECTADO,NAO_DETECTADO
024673.jpg,NAO_DETECTADO,NAO_DETECTADO
024674.jpg,NAO_DETECTADO,NAO_DETECTADO
024675.jpg,NAO_DETECTADO,NAO_DETECTADO
024676.jpg,NAO_DETECTADO,NAO_DETECTADO
024677.jpg,NAO_DETECTADO,NAO_DETECTADO
024678.jpg,NAO_DETECTADO,NAO_DETECTADO
024679.jpg,NAO_DETECTADO,NAO_DETECTADO
024680.jpg,NAO_DETECTADO,NAO_DETECTADO
024681.jpg,NAO_DETECTADO,NAO_DETECTADO
024682.jpg,NAO_DETECTADO,NAO_DETECTADO
024683.jpg,NAO_DETECTADO,NAO_DETECTADO
024684.jpg,NAO_DETECTADO,NAO_DETECTADO
024685.jpg,NAO_DETECTADO,NAO_DETECTADO
024686.jpg,NAO_DETECTADO,NAO_DETECTADO
024687.jpg,NAO_DETECTADO,NAO_DETECTADO
024688.jpg,NAO_DETECTADO,NAO_DETECTADO
024689.jpg,NAO_DETECTADO,NAO_DETECTADO
024690.jpg,NAO_DETECTADO,NAO_DETECTADO
024691.jpg,NAO_DETECTADO,NAO_DETECTADO
024692.jpg,NAO_DETECTADO,NAO_DETECTADO
024693.jpg,NAO_DETECTADO,NAO_DETECTADO
024694.jpg,NAO_DETECTADO,NAO_DETECTADO
024695.jpg,NAO_DETECTADO,NAO_DETECTADO
024696.jpg,NAO_DETECTADO,NAO_DETECTADO
024697.jpg,NAO_DETECTADO,NAO_DETECTADO
024698.jpg,NAO_DETECTADO,NAO_DETECTADO
024699.jpg,NAO_DETECTADO,NAO_DETECTADO
024700.jpg,NAO_DETECTADO,NAO_DETECTADO
024701.jpg,NAO_DETECTADO,NAO_DETECTADO
024702.jpg,NAO_DETECTADO,NAO_DETECTADO
024703.jpg,NAO_DETECTADO,NAO_DETECTADO
024704.jpg,NAO_DETECTADO,NAO_DETECTADO
024705.jpg,NAO_DETECTADO,NAO_DETECTADO
024706.jpg,NAO_DETECTADO,NAO_DETECTADO
024707.jpg,NAO_DETECTADO,NAO_DETECTADO
024708.jpg,NAO_DETECTADO,NAO_DETECTADO
024709.jpg,NAO_DETECTADO,NAO_DETECTADO
024710.jpg,NAO_DETECTADO,NAO_DETECTADO
024711.jpg,NAO_DETECTADO,NAO_DETECTADO
024712.jpg,NAO_DETECTADO,NAO_DETECTADO
024713.jpg,NAO_DETECTADO,NAO_DETECTADO
024714.jpg,NAO_DETECTADO,NAO_DETECTADO
024715.jpg,NAO_DETECTADO,NAO_DETECTADO
024716.jpg,NAO_DETECTADO,NAO_DETECTADO
024717.jpg,NAO_DETECTADO,NAO_DETECTADO
024718.jpg,NAO_DETECTADO,NAO_DETECTADO
024719.jpg,NAO_DETECTADO,NAO_DETECTADO
024720.jpg,NAO_DETECTADO,NAO_DETECTADO
024721.jpg,NAO_DETECTADO,NAO_DETECTADO
024722.jpg,NAO_DETECTADO,NAO_DETECTADO
024723.jpg,NAO_DETECTADO,NAO_DETECTADO
024724.jpg,NAO_DETECTADO,NAO_DETECTADO
024725.jpg,NAO_DETECTADO,NAO_DETECTADO
024726.jpg,NAO_DETECTADO,NAO_DETECTADO
024727.jpg,NAO_DETECTADO,NAO_DETECTADO
024728.jpg,NAO_DETECTADO,NAO_DETECTADO
024729.jpg,NAO_DETECTADO,NAO_DETECTADO
024730.jpg,NAO_DETECTADO,NAO_DETECTADO
024731.jpg,NAO_DETECTADO,NAO_DETECTADO
024732.jpg,NAO_DETECTADO,NAO_DETECTADO
024733.jpg,NAO_DETECTADO,NAO_DETECTADO
024734.jpg,NAO_DETECTADO,NAO_DETECTADO
024735.jpg,NAO_DETECTADO,NAO_DETECTADO
024736.jpg,NAO_DETECTADO,NAO_DETECTADO
024737.jpg,NAO_DETECTADO,NAO_DETECTADO
024738.jpg,NAO_DETECTADO,NAO_DETECTADO
024739.jpg,NAO_DETECTADO,NAO_DETECTADO
024740.jpg,NAO_DETECTADO,NAO_DETECTADO
024741.jpg,NAO_DETECTADO,NAO_DETECTADO
024742.jpg,NAO_DETECTADO,NAO_DETECTADO
024743.jpg,NAO_DETECTADO,NAO_DETECTADO
024744.jpg,NAO_DETECTADO,NAO_DETECTADO
024745.jpg,NAO_DETECTADO,NAO_DETECTADO
024746.jpg,NAO_DETECTADO,NAO_DETECTADO
024747.jpg,NAO_DETECTADO,NAO_DETECTADO
024748.jpg,NAO_DETECTADO,NAO_DETECTADO
024749.jpg,NAO_DETECTADO,NAO_DETECTADO
024750.jpg,NAO_DETECTADO,NAO_DETECTADO
024751.jpg,NAO_DETECTADO,NAO_DETECTADO
024752.jpg,NAO_DETECTADO,NAO_DETECTADO
024753.jpg,NAO_DETECTADO,NAO_DETECTADO
024754.jpg,NAO_DETECTADO,NAO_DETECTADO
024755.jpg,NAO_DETECTADO,NAO_DETECTADO
024756.jpg,NAO_DETECTADO,NAO_DETECTADO
024757.jpg,NAO_DETECTADO,NAO_DETECTADO
024758.jpg,NAO_DETECTADO,NAO_DETECTADO
024759.jpg,NAO_DETECTADO,NAO_DETECTADO
024760.jpg,NAO_DETECTADO,NAO_DETECTADO
024761.jpg,NAO_DETECTADO,NAO_DETECTADO
024762.jpg,NAO_DETECTADO,NAO_DETECTADO
024763.jpg,NAO_DETECTADO,NAO_DETECTADO
024764.jpg,NAO_DETECTADO,NAO_DETECTADO
024765.jpg,NAO_DETECTADO,NAO_DETECTADO
024766.jpg,NAO_DETECTADO,NAO_DETECTADO
024767.jpg,NAO_DETECTADO,NAO_DETECTADO
024768.jpg,NAO_DETECTADO,NAO_DETECTADO
024769.jpg,NAO_DETECTADO,NAO_DETECTADO
024770.jpg,NAO_DETECTADO,NAO_DETECTADO
024771.jpg,NAO_DETECTADO,NAO_DETECTADO
024772.jpg,NAO_DETECTADO,NAO_DETECTADO
024773.jpg,NAO_DETECTADO,NAO_DETECTADO
024774.jpg,NAO_DETECTADO,NAO_DETECTADO
024775.jpg,NAO_DETECTADO,NAO_DETECTADO
024776.jpg,NAO_DETECTADO,NAO_DETECTADO
024777.jpg,NAO_DETECTADO,NAO_DETECTADO
024778.jpg,NAO_DETECTADO,NAO_DETECTADO
024779.jpg,NAO_DETECTADO,NAO_DETECTADO
024780.jpg,NAO_DETECTADO,NAO_DETECTADO
024781.jpg,NAO_DETECTADO,NAO_DETECTADO
024804.jpg,NAO_DETECTADO,NAO_DETECTADO
024805.jpg,NAO_DETECTADO,NAO_DETECTADO
024806.jpg,NAO_DETECTADO,NAO_DETECTADO
024807.jpg,NAO_DETECTADO,NAO_DETECTADO
024808.jpg,NAO_DETECTADO,NAO_DETECTADO
024809.jpg,NAO_DETECTADO,NAO_DETECTADO
024810.jpg,NAO_DETECTADO,NAO_DETECTADO
024811.jpg,NAO_DETECTADO,NAO_DETECTADO
024812.jpg,NAO_DETECTADO,NAO_DETECTADO
024813.jpg,NAO_DETECTADO,NAO_DETECTADO
024814.jpg,NAO_DETECTADO,NAO_DETECTADO
024815.jpg,NAO_DETECTADO,NAO_DETECTADO
024816.jpg,NAO_DETECTADO,NAO_DETECTADO
024817.jpg,NAO_DETECTADO,NAO_DETECTADO
024818.jpg,NAO_DETECTADO,NAO_DETECTADO
024819.jpg,NAO_DETECTADO,NAO_DETECTADO
024820.jpg,NAO_DETECTADO,NAO_DETECTADO
024821.jpg,NAO_DETECTADO,NAO_DETECTADO
024822.jpg,NAO_DETECTADO,NAO_DETECTADO
024823.jpg,NAO_DETECTADO,NAO_DETECTADO
024824.jpg,NAO_DETECTADO,NAO_DETECTADO
024825.jpg,NAO_DETECTADO,NAO_DETECTADO
024826.jpg,NAO_DETECTADO,NAO_DETECTADO
024827.jpg,NAO_DETECTADO,NAO_DETECTADO
024828.jpg,NAO_DETECTADO,NAO_DETECTADO
024829.jpg,NAO_DETECTADO,NAO_DETECTADO
024830.jpg,NAO_DETECTADO,NAO_DETECTADO
024831.jpg,NAO_DETECTADO,NAO_DETECTADO
024832.jpg,NAO_DETECTADO,NAO_DETECTADO
024833.jpg,NAO_DETECTADO,NAO_DETECTADO
024834.jpg,NAO_DETECTADO,NAO_DETECTADO
024835.jpg,NAO_DETECTADO,NAO_DETECTADO
024836.jpg,NAO_DETECTADO,NAO_DETECTADO
024837.jpg,NAO_DETECTADO,NAO_DETECTADO
024838.jpg,NAO_DETECTADO,NAO_DETECTADO
024839.jpg,NAO_DETECTADO,NAO_DETECTADO
024840.jpg,NAO_DETECTADO,NAO_DETECTADO
024841.jpg,NAO_DETECTADO,NAO_DETECTADO
024842.jpg,NAO_DETECTADO,NAO_DETECTADO
024843.jpg,NAO_DETECTADO,NAO_DETECTADO
024844.jpg,NAO_DETECTADO,NAO_DETECTADO
024845.jpg,NAO_DETECTADO,NAO_DETECTADO
024846.jpg,NAO_DETECTADO,NAO_DETECTADO
024847.jpg,NAO_DETECTADO,NAO_DETECTADO
024848.jpg,NAO_DETECTADO,NAO_DETECTADO
024849.jpg,NAO_DETECTADO,NAO_DETECTADO
024850.jpg,NAO_DETECTADO,NAO_DETECTADO
024851.jpg,NAO_DETECTADO,NAO_DETECTADO
024852.jpg,NAO_DETECTADO,NAO_DETECTADO
024853.jpg,NAO_DETECTADO,NAO_DETECTADO
024854.jpg,NAO_DETECTADO,NAO_DETECTADO
024855.jpg,NAO_DETECTADO,NAO_DETECTADO
024856.jpg,NAO_DETECTADO,NAO_DETECTADO
024857.jpg,NAO_DETECTADO,NAO_DETECTADO
024858.jpg,NAO_DETECTADO,NAO_DETECTADO
024859.jpg,NAO_DETECTADO,NAO_DETECTADO
024860.jpg,NAO_DETECTADO,NAO_DETECTADO
024861.jpg,NAO_DETECTADO,NAO_DETECTADO
024862.jpg,NAO_DETECTADO,NAO_DETECTADO
024863.jpg,NAO_DETECTADO,NAO_DETECTADO
024864.jpg,NAO_DETECTADO,NAO_DETECTADO
024865.jpg,NAO_DETECTADO,NAO_DETECTADO
024866.jpg,NAO_DETECTADO,NAO_DETECTADO
024867.jpg,NAO_DETECTADO,NAO_DETECTADO
024868.jpg,NAO_DETECTADO,NAO_DETECTADO
024869.jpg,NAO_DETECTADO,NAO_DETECTADO
024870.jpg,NAO_DETECTADO,NAO_DETECTADO
024871.jpg,NAO_DETECTADO,NAO_DETECTADO
024872.jpg,NAO_DETECTADO,NAO_DETECTADO
024873.jpg,NAO_DETECTADO,NAO_DETECTADO
024874.jpg,NAO_DETECTADO,NAO_DETECTADO
024875.jpg,NAO_DETECTADO,NAO_DETECTADO
024876.jpg,NAO_DETECTADO,NAO_DETECTADO
024877.jpg,NAO_DETECTADO,NAO_DETECTADO
024878.jpg,NAO_DETECTADO,NAO_DETECTADO
024879.jpg,NAO_DETECTADO,NAO_DETECTADO
024880.jpg,NAO_DETECTADO,NAO_DETECTADO
024881.jpg,NAO_DETECTADO,NAO_DETECTADO
024882.jpg,NAO_DETECTADO,NAO_DETECTADO
024883.jpg,NAO_DETECTADO,NAO_DETECTADO
024884.jpg,NAO_DETECTADO,NAO_DETECTADO
024885.jpg,NAO_DETECTADO,NAO_DETECTADO
024886.jpg,NAO_DETECTADO,NAO_DETECTADO
024887.jpg,NAO_DETECTADO,NAO_DETECTADO
024888.jpg,NAO_DETECTADO,NAO_DETECTADO
024889.jpg,NAO_DETECTADO,NAO_DETECTADO
024890.jpg,NAO_DETECTADO,NAO_DETECTADO
024891.jpg,NAO_DETECTADO,NAO_DETECTADO
024892.jpg,NAO_DETECTADO,NAO_DETECTADO
024893.jpg,NAO_DETECTADO,NAO_DETECTADO
024894.jpg,NAO_DETECTADO,NAO_DETECTADO
024895.jpg,NAO_DETECTADO,NAO_DETECTADO
024896.jpg,NAO_DETECTADO,NAO_DETECTADO
024897.jpg,NAO_DETECTADO,NAO_DETECTADO
024898.jpg,NAO_DETECTADO,NAO_DETECTADO
024899.jpg,NAO_DETECTADO,NAO_DETECTADO
024900.jpg,NAO_DETECTADO,NAO_DETECTADO
024901.jpg,NAO_DETECTADO,NAO_DETECTADO
024902.jpg,NAO_DETECTADO,NAO_DETECTADO
024903.jpg,NAO_DETECTADO,NAO_DETECTADO
024904.jpg,NAO_DETECTADO,NAO_DETECTADO
024905.jpg,NAO_DETECTADO,NAO_DETECTADO
024906.jpg,NAO_DETECTADO,NAO_DETECTADO
024907.jpg,NAO_DETECTADO,NAO_DETECTADO
024908.jpg,NAO_DETECTADO,NAO_DETECTADO
024909.jpg,NAO_DETECTADO,NAO_DETECTADO
024910.jpg,NAO_DETECTADO,NAO_DETECTADO
024911.jpg,NAO_DETECTADO,NAO_DETECTADO
024912.jpg,NAO_DETECTADO,NAO_DETECTADO
024913.jpg,NAO_DETECTADO,NAO_DETECTADO
024914.jpg,NAO_DETECTADO,NAO_DETECTADO
024915.jpg,NAO_DETECTADO,NAO_DETECTADO
024916.jpg,NAO_DETECTADO,NAO_DETECTADO
024917.jpg,NAO_DETECTADO,NAO_DETECTADO
024918.jpg,NAO_DETECTADO,NAO_DETECTADO
024919.jpg,NAO_DETECTADO,NAO_DETECTADO
024920.jpg,NAO_DETECTADO,NAO_DETECTADO
024921.jpg,NAO_DETECTADO,NAO_DETECTADO
024922.jpg,NAO_DETECTADO,NAO_DETECTADO
024923.jpg,NAO_DETECTADO,NAO_DETECTADO
024924.jpg,NAO_DETECTADO,NAO_DETECTADO
024925.jpg,NAO_DETECTADO,NAO_DETECTADO
024926.jpg,NAO_DETECTADO,NAO_DETECTADO
024927.jpg,NAO_DETECTADO,NAO_DETECTADO
024928.jpg,NAO_DETECTADO,NAO_DETECTADO
024929.jpg,NAO_DETECTADO,NAO_DETECTADO
024930.jpg,NAO_DETECTADO,NAO_DETECTADO
024931.jpg,NAO_DETECTADO,NAO_DETECTADO
024932.jpg,NAO_DETECTADO,NAO_DETECTADO
024933.jpg,NAO_DETECTADO,NAO_DETECTADO
024934.jpg,NAO_DETECTADO,NAO_DETECTADO
024935.jpg,NAO_DETECTADO,NAO_DETECTADO
024936.jpg,NAO_DETECTADO,NAO_DETECTADO
024937.jpg,NAO_DETECTADO,NAO_DETECTADO
024938.jpg,NAO_DETECTADO,NAO_DETECTADO
024939.jpg,NAO_DETECTADO,NAO_DETECTADO
024940.jpg,NAO_DETECTADO,NAO_DETECTADO
024941.jpg,NAO_DETECTADO,NAO_DETECTADO
024942.jpg,NAO_DETECTADO,NAO_DETECTADO
024943.jpg,NAO_DETECTADO,NAO_DETECTADO
024944.jpg,NAO_DETECTADO,NAO_DETECTADO
024945.jpg,NAO_DETECTADO,NAO_DETECTADO
024946.jpg,NAO_DETECTADO,NAO_DETECTADO
024947.jpg,NAO_DETECTADO,NAO_DETECTADO
024948.jpg,NAO_DETECTADO,NAO_DETECTADO
024949.jpg,NAO_DETECTADO,NAO_DETECTADO
024950.jpg,NAO_DETECTADO,NAO_DETECTADO
024951.jpg,NAO_DETECTADO,NAO_DETECTADO
024952.jpg,NAO_DETECTADO,NAO_DETECTADO
024953.jpg,NAO_DETECTADO,NAO_DETECTADO
024954.jpg,NAO_DETECTADO,NAO_DETECTADO
024955.jpg,NAO_DETECTADO,NAO_DETECTADO
024956.jpg,NAO_DETECTADO,NAO_DETECTADO
024957.jpg,NAO_DETECTADO,NAO_DETECTADO
024958.jpg,NAO_DETECTADO,NAO_DETECTADO
024959.jpg,NAO_DETECTADO,NAO_DETECTADO
024960.jpg,NAO_DETECTADO,NAO_DETECTADO
024961.jpg,NAO_DETECTADO,NAO_DETECTADO
024962.jpg,NAO_DETECTADO,NAO_DETECTADO
024963.jpg,NAO_DETECTADO,NAO_DETECTADO
024964.jpg,NAO_DETECTADO,NAO_DETECTADO
